Mod:Item:MetaData, Localized Name
atum:ceramic_tile_pink, 粉红色瓷砖
atum:ceramic_tile_gray, 灰色瓷砖
atum:ceramic_tile_silver, 淡灰色瓷砖
atum:ceramic_tile_cyan, 青色瓷砖
atum:ceramic_tile_purple, 紫色瓷砖
atum:ceramic_tile_blue, 蓝色瓷砖
atum:ceramic_tile_brown, 棕色瓷砖
atum:ceramic_tile_green, 绿色瓷砖
atum:ceramic_tile_red, 红色瓷砖
atum:ceramic_tile_black, 黑色瓷砖
atum:ceramic_stairs_white, 白色瓷砖楼梯
atum:ceramic_stairs_orange, 橙色瓷砖楼梯
atum:ceramic_stairs_magenta, 品红色瓷砖楼梯
atum:ceramic_stairs_light_blue, 淡蓝色瓷砖楼梯
atum:ceramic_stairs_yellow, 黄色瓷砖楼梯
atum:ceramic_stairs_lime, 黄绿色瓷砖楼梯
atum:ceramic_stairs_pink, 粉红色瓷砖楼梯
atum:ceramic_stairs_gray, 灰色瓷砖楼梯
atum:ceramic_stairs_silver, 淡灰色瓷砖楼梯
atum:ceramic_stairs_cyan, 青色瓷砖楼梯
atum:ceramic_stairs_purple, 紫色瓷砖楼梯
atum:ceramic_stairs_blue, 蓝色瓷砖楼梯
atum:ceramic_stairs_brown, 棕色瓷砖楼梯
atum:ceramic_stairs_green, 绿色瓷砖楼梯
atum:ceramic_stairs_red, 红色瓷砖楼梯
atum:ceramic_stairs_black, 黑色瓷砖楼梯
atum:ceramic_wall_white, 白色瓷砖墙
atum:ceramic_wall_orange, 橙色瓷砖墙
atum:ceramic_wall_magenta, 品红色瓷砖墙
atum:ceramic_wall_light_blue, 淡蓝色瓷砖墙
atum:ceramic_wall_yellow, 黄色瓷砖墙
atum:ceramic_wall_lime, 黄绿色瓷砖墙
atum:ceramic_wall_pink, 粉红色瓷砖墙
atum:ceramic_wall_gray, 灰色瓷砖墙
atum:ceramic_wall_silver, 淡灰色瓷砖墙
atum:ceramic_wall_cyan, 青色瓷砖墙
atum:ceramic_wall_purple, 紫色瓷砖墙
atum:ceramic_wall_blue, 蓝色瓷砖墙
atum:ceramic_wall_brown, 棕色瓷砖墙
atum:ceramic_wall_green, 绿色瓷砖墙
atum:ceramic_wall_red, 红色瓷砖墙
atum:ceramic_wall_black, 黑色瓷砖墙
atum:radiant_beacon, 光辉信标
atum:radiant_beacon_framed, 光辉信标
atum:crystal_glass, 水晶玻璃
atum:crystal_white_stained_glass, 白色染色水晶玻璃
atum:crystal_orange_stained_glass, 橙色染色水晶玻璃
atum:crystal_magenta_stained_glass, 品红色染色水晶玻璃
atum:crystal_light_blue_stained_glass, 淡蓝色染色水晶玻璃
atum:crystal_yellow_stained_glass, 黄色染色水晶玻璃
atum:crystal_lime_stained_glass, 黄绿色染色水晶玻璃
atum:crystal_pink_stained_glass, 粉红色染色水晶玻璃
atum:crystal_gray_stained_glass, 灰色染色水晶玻璃
atum:crystal_silver_stained_glass, 银色染色水晶玻璃
atum:crystal_cyan_stained_glass, 青色染色水晶玻璃
atum:crystal_purple_stained_glass, 紫色彩色水晶玻璃
atum:crystal_blue_stained_glass, 蓝色染色水晶玻璃
atum:crystal_brown_stained_glass, 棕色染色水晶玻璃
atum:crystal_green_stained_glass, 绿色染色水晶玻璃
atum:crystal_red_stained_glass, 红色染色水晶玻璃
atum:crystal_black_stained_glass, 黑色染色水晶玻璃
atum:thin_crystal_glass, 水晶玻璃板
atum:thin_crystal_white_stained_glass, 白色彩绘裱框玻璃板
atum:thin_crystal_orange_stained_glass, 橙色彩绘裱框玻璃板
atum:thin_crystal_magenta_stained_glass, 品红色彩绘裱框玻璃板
atum:thin_crystal_light_blue_stained_glass, 淡蓝色彩绘裱框玻璃板
atum:thin_crystal_yellow_stained_glass, 黄色彩绘裱框玻璃板
atum:thin_crystal_lime_stained_glass, 黄绿色彩绘裱框玻璃板
atum:thin_crystal_pink_stained_glass, 粉红色彩绘裱框玻璃板
atum:thin_crystal_gray_stained_glass, 灰色彩绘裱框玻璃板
atum:thin_crystal_silver_stained_glass, 银色彩绘裱框玻璃板
atum:thin_crystal_cyan_stained_glass, 青色彩绘裱框玻璃板
atum:thin_crystal_purple_stained_glass, 紫色彩绘裱框玻璃板
atum:thin_crystal_blue_stained_glass, 蓝色彩绘裱框玻璃板
atum:thin_crystal_brown_stained_glass, 棕色彩绘裱框玻璃板
atum:thin_crystal_green_stained_glass, 绿色彩绘裱框玻璃板
atum:thin_crystal_red_stained_glass, 红色彩绘裱框玻璃板
atum:thin_crystal_black_stained_glass, 黑色彩绘裱框玻璃板
atum:framed_glass, 镶边玻璃
atum:framed_white_stained_glass, 白色彩绘裱框玻璃
atum:framed_orange_stained_glass, 橙色彩绘裱框玻璃
atum:framed_magenta_stained_glass, 品红色彩绘裱框玻璃
atum:framed_light_blue_stained_glass, 淡蓝色彩绘裱框玻璃
atum:framed_yellow_stained_glass, 黄色彩绘裱框玻璃
atum:framed_lime_stained_glass, 黄绿色彩绘裱框玻璃
atum:framed_pink_stained_glass, 粉红色彩绘裱框玻璃
atum:framed_gray_stained_glass, 灰色彩绘裱框玻璃
atum:framed_silver_stained_glass, 银色彩绘裱框玻璃
atum:framed_cyan_stained_glass, 青色彩绘裱框玻璃
atum:framed_purple_stained_glass, 紫色彩绘裱框玻璃
atum:framed_blue_stained_glass, 蓝色彩绘裱框玻璃
atum:framed_brown_stained_glass, 棕色彩绘裱框玻璃
atum:framed_green_stained_glass, 绿色彩绘裱框玻璃
atum:framed_red_stained_glass, 红色彩绘裱框玻璃
atum:framed_black_stained_glass, 黑色彩绘裱框玻璃
atum:thin_framed_glass, 镶边玻璃板
atum:thin_framed_white_stained_glass, 白色彩绘裱框玻璃
atum:thin_framed_orange_stained_glass, 橙色彩绘裱框玻璃板
atum:thin_framed_magenta_stained_glass, 品红色彩绘裱框玻璃板
atum:thin_framed_light_blue_stained_glass, 淡蓝色彩绘裱框玻璃板
atum:thin_framed_yellow_stained_glass, 黄色彩绘裱框玻璃板
atum:thin_framed_lime_stained_glass, 黄绿色彩绘裱框玻璃板
atum:thin_framed_pink_stained_glass, 粉红色彩绘裱框玻璃板
atum:thin_framed_gray_stained_glass, 灰色彩绘裱框玻璃板
atum:thin_framed_silver_stained_glass, 银色彩绘裱框玻璃板
atum:thin_framed_cyan_stained_glass, 青色彩绘裱框玻璃板
atum:thin_framed_purple_stained_glass, 紫色彩绘裱框玻璃板
atum:thin_framed_blue_stained_glass, 蓝色彩绘裱框玻璃板
atum:thin_framed_brown_stained_glass, 棕色彩绘裱框玻璃板
atum:thin_framed_green_stained_glass, 绿色彩绘裱框玻璃板
atum:thin_framed_red_stained_glass, 红色彩绘裱框玻璃板
atum:thin_framed_black_stained_glass, 黑色彩绘裱框玻璃板
atum:linen_white, 白色亚麻布
atum:linen_orange, 橙色亚麻布
atum:linen_magenta, 品红色亚麻布
atum:linen_light_blue, 淡蓝色亚麻布
atum:linen_yellow, 黄色亚麻布
atum:linen_lime, 黄绿色亚麻布
atum:linen_pink, 粉红色亚麻布
atum:linen_gray, 灰色亚麻布
atum:linen_silver, 淡灰色亚麻布
atum:linen_cyan, 青色亚麻布
atum:linen_purple, 紫色亚麻布
atum:linen_blue, 蓝色亚麻布
atum:linen_brown, 棕色亚麻布
atum:linen_green, 绿色亚麻布
atum:linen_red, 红色亚麻布
atum:linen_black, 黑色亚麻布
atum:linen_carpet_white, 白色亚麻地毯
atum:linen_carpet_orange, 橙色亚麻地毯
atum:linen_carpet_magenta, 品红色亚麻地毯
atum:linen_carpet_light_blue, 淡蓝色亚麻地毯
atum:linen_carpet_yellow, 黄色亚麻地毯
atum:linen_carpet_lime, 黄绿色亚麻地毯
atum:linen_carpet_pink, 粉红色亚麻地毯
atum:linen_carpet_gray, 灰色亚麻地毯
atum:linen_carpet_silver, 淡灰色亚麻地毯
atum:linen_carpet_cyan, 青色亚麻地毯
atum:linen_carpet_purple, 紫色亚麻地毯
atum:linen_carpet_blue, 蓝色亚麻地毯
atum:linen_carpet_brown, 棕色亚麻地毯
atum:linen_carpet_green, 绿色亚麻地毯
atum:linen_carpet_red, 红色亚麻地毯
atum:linen_carpet_black, 黑色亚麻地毯
atum:palm_planks, 棕榈木板
atum:deadwood_planks, 枯木木板
atum:palm_log, 棕榈木
atum:deadwood_log, 枯木原木
atum:deadwood_branch, 枯木树枝
atum:palm_stairs, 棕榈楼梯
atum:deadwood_stairs, 枯木楼梯
atum:palm_slab, 棕榈木台阶
atum:deadwood_slab, 枯木台阶
atum:palm_sapling, 棕榈树苗
atum:palm_leaves, 棕榈树叶
atum:deadwood_leaves, 死树树叶
atum:palm_crate, 棕榈板条箱
atum:deadwood_crate, 枯木板条箱
atum:palm_ladder, 棕榈梯
atum:deadwood_ladder, 枯木梯
atum:palm_fence, 棕榈篱笆
atum:deadwood_fence, 枯木栅栏
atum:palm_fence_gate, 棕榈栅栏门
atum:deadwood_fence_gate, 枯木栅栏门
atum:palm_hatch, 棕榈活板门
atum:deadwood_hatch, 枯木活板门
atum:palm_door, 棕榈门
atum:deadwood_door, 枯木门
scalinghealth:crystalore, 心晶矿石
forge:bucketfilled, %s桶
appliedenergistics2:quartz_ore, 赛特斯石英矿石
appliedenergistics2:charged_quartz_ore, 充能赛特斯石英矿石
appliedenergistics2:matrix_frame, 矩阵框架
appliedenergistics2:quartz_block, 赛特斯石英块
appliedenergistics2:quartz_pillar, 竖纹赛特斯石英块
appliedenergistics2:chiseled_quartz_block, 錾制赛特斯石英块
appliedenergistics2:quartz_glass, 石英玻璃
appliedenergistics2:quartz_vibrant_glass, 聚能石英玻璃
appliedenergistics2:quartz_fixture, 充能石英火把
appliedenergistics2:fluix_block, 福鲁伊克斯块
appliedenergistics2:sky_stone_block, 陨石
appliedenergistics2:smooth_sky_stone_block, 陨石块
appliedenergistics2:sky_stone_brick, 陨石石砖
appliedenergistics2:sky_stone_small_brick, 陨石砖块
appliedenergistics2:sky_stone_chest, 陨石箱子
appliedenergistics2:smooth_sky_stone_chest, 陨石块箱子
appliedenergistics2:sky_compass, 陨石罗盘
appliedenergistics2:grindstone, 石英磨具
appliedenergistics2:crank, 木质曲柄
appliedenergistics2:inscriber, 压印器
appliedenergistics2:wireless_access_point, ME无线访问点
appliedenergistics2:charger, 充能器
appliedenergistics2:tiny_tnt, 迷你TNT
appliedenergistics2:security_station, ME安全终端
appliedenergistics2:quantum_ring, ME量子环
appliedenergistics2:quantum_link, ME量子链接仓
appliedenergistics2:spatial_pylon, 空间塔
appliedenergistics2:spatial_io_port, 空间IO端口
appliedenergistics2:controller, ME控制器
appliedenergistics2:drive, ME驱动器
appliedenergistics2:chest, ME箱子
appliedenergistics2:interface, ME接口
appliedenergistics2:fluid_interface, ME流体接口
appliedenergistics2:cell_workbench, 元件工作台
appliedenergistics2:io_port, ME-IO端口
appliedenergistics2:condenser, 物质聚合器
appliedenergistics2:energy_acceptor, 能源接收器
appliedenergistics2:vibration_chamber, 谐振仓
appliedenergistics2:quartz_growth_accelerator, 晶体催生器
appliedenergistics2:energy_cell, 能源元件
appliedenergistics2:dense_energy_cell, 致密能源元件
appliedenergistics2:creative_energy_cell, 创造能源元件
appliedenergistics2:crafting_unit, 合成单元
appliedenergistics2:crafting_accelerator, 并行处理单元
appliedenergistics2:crafting_storage_1k, 1k合成存储器
appliedenergistics2:crafting_storage_4k, 4k合成存储器
appliedenergistics2:crafting_storage_16k, 16k合成存储器
appliedenergistics2:crafting_storage_64k, 64k合成存储器
appliedenergistics2:crafting_monitor, 合成监控器
appliedenergistics2:molecular_assembler, 分子装配室
appliedenergistics2:light_detector, 光亮探测器
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, 陨石楼梯
appliedenergistics2:smooth_sky_stone_stairs, 陨石块楼梯
appliedenergistics2:sky_stone_brick_stairs, 陨石石砖楼梯
appliedenergistics2:sky_stone_small_brick_stairs, 陨石砖块楼梯
appliedenergistics2:fluix_stairs, 福鲁伊克斯楼梯
appliedenergistics2:quartz_stairs, 赛特斯石英楼梯
appliedenergistics2:chiseled_quartz_stairs, 錾制赛特斯石英楼梯
appliedenergistics2:quartz_pillar_stairs, 竖纹赛特斯石英楼梯
appliedenergistics2:cable_bus, AE2线缆和（或）总线
appliedenergistics2:sky_stone_slab:0, 陨石台阶
appliedenergistics2:smooth_sky_stone_slab:0, 陨石块台阶
appliedenergistics2:sky_stone_brick_slab:0, 陨石石砖台阶
appliedenergistics2:sky_stone_small_brick_slab:0, 陨石砖块台阶
appliedenergistics2:fluix_slab:0, 福鲁伊克斯台阶
appliedenergistics2:quartz_slab:0, 赛特斯石英台阶
appliedenergistics2:chiseled_quartz_slab:0, 錾制赛特斯石英台阶
appliedenergistics2:quartz_pillar_slab:0, 竖纹赛特斯石英台阶
appliedenergistics2:certus_quartz_axe, 赛特斯石英斧
appliedenergistics2:certus_quartz_hoe, 赛特斯石英锄
appliedenergistics2:certus_quartz_spade, 赛特斯石英锹
appliedenergistics2:certus_quartz_pickaxe, 赛特斯石英镐
appliedenergistics2:certus_quartz_sword, 赛特斯石英剑
appliedenergistics2:certus_quartz_wrench, 赛特斯石英扳手
appliedenergistics2:certus_quartz_cutting_knife, 赛特斯石英切割刀
appliedenergistics2:nether_quartz_axe, 下界石英斧
appliedenergistics2:nether_quartz_hoe, 下界石英锄
appliedenergistics2:nether_quartz_spade, 下界石英锹
appliedenergistics2:nether_quartz_pickaxe, 下界石英镐
appliedenergistics2:nether_quartz_sword, 下界石英剑
appliedenergistics2:nether_quartz_wrench, 下界石英扳手
appliedenergistics2:nether_quartz_cutting_knife, 下界石英切割刀
appliedenergistics2:entropy_manipulator, 熵变机械臂
appliedenergistics2:wireless_terminal, 无线终端
appliedenergistics2:wireless_crafting_terminal, 无线合成终端
appliedenergistics2:wireless_pattern_terminal, 无线样板终端
appliedenergistics2:wireless_fluid_terminal, 无线流体终端
appliedenergistics2:charged_staff, 充能手杖
appliedenergistics2:matter_cannon, 物质炮
appliedenergistics2:portable_cell, 便携元件
appliedenergistics2:color_applicator, 染色器
appliedenergistics2:biometric_card, 身份卡
appliedenergistics2:memory_card, 内存卡
appliedenergistics2:network_tool, 网络工具
appliedenergistics2:creative_storage_cell, 创造型ME存储元件
appliedenergistics2:view_cell, 显示元件
appliedenergistics2:storage_cell_1k, 1k-ME存储元件
appliedenergistics2:storage_cell_4k, 4k-ME存储元件
appliedenergistics2:storage_cell_16k, 16k-ME存储元件
appliedenergistics2:storage_cell_64k, 64k-ME存储元件
appliedenergistics2:fluid_storage_cell_1k, 1k-ME流体存储元件
appliedenergistics2:fluid_storage_cell_4k, 4k-ME流体存储元件
appliedenergistics2:fluid_storage_cell_16k, 16k-ME流体存储元件
appliedenergistics2:fluid_storage_cell_64k, 64k-ME流体存储元件
appliedenergistics2:spatial_storage_cell_2_cubed, 2³-空间存储元件
appliedenergistics2:spatial_storage_cell_16_cubed, 16³-空间存储元件
appliedenergistics2:spatial_storage_cell_128_cubed, 128³-空间存储元件
appliedenergistics2:facade:0, 线缆伪装板 - 石头
appliedenergistics2:facade:0, 线缆伪装板 - 花岗岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制花岗岩
appliedenergistics2:facade:0, 线缆伪装板 - 闪长岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制闪长岩
appliedenergistics2:facade:0, 线缆伪装板 - 安山岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制安山岩
appliedenergistics2:facade:0, 线缆伪装板 - 草方块
appliedenergistics2:facade:0, 线缆伪装板 - 泥土
appliedenergistics2:facade:0, 线缆伪装板 - 砂土
appliedenergistics2:facade:0, 线缆伪装板 - 灰化土
appliedenergistics2:facade:0, 线缆伪装板 - 圆石
appliedenergistics2:facade:0, 线缆伪装板 - 橡木木板
appliedenergistics2:facade:0, 线缆伪装板 - 云杉木板
appliedenergistics2:facade:0, 线缆伪装板 - 白桦木板
appliedenergistics2:facade:0, 线缆伪装板 - 丛林木板
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢木板
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木木板
appliedenergistics2:facade:0, 线缆伪装板 - 基岩
appliedenergistics2:facade:0, 线缆伪装板 - 沙子
appliedenergistics2:facade:0, 线缆伪装板 - 红沙
appliedenergistics2:facade:0, 线缆伪装板 - 沙砾
appliedenergistics2:facade:0, 线缆伪装板 - 金矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 煤矿石
appliedenergistics2:facade:0, 线缆伪装板 - 橡木
appliedenergistics2:facade:0, 线缆伪装板 - 云杉木
appliedenergistics2:facade:0, 线缆伪装板 - 白桦木
appliedenergistics2:facade:0, 线缆伪装板 - 丛林木
appliedenergistics2:facade:0, 线缆伪装板 - 橡树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 云杉树叶
appliedenergistics2:facade:0, 线缆伪装板 - 白桦树叶
appliedenergistics2:facade:0, 线缆伪装板 - 丛林树叶
appliedenergistics2:facade:0, 线缆伪装板 - 海绵
appliedenergistics2:facade:0, 线缆伪装板 - 湿海绵
appliedenergistics2:facade:0, 线缆伪装板 - 玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 青金石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 青金石块
appliedenergistics2:facade:0, 线缆伪装板 - 砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 錾制砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 切制砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 白色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 橙色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 品红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黄色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 灰色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 青色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 紫色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 棕色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 绿色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黑色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 金块
appliedenergistics2:facade:0, 线缆伪装板 - 铁块
appliedenergistics2:facade:0, 线缆伪装板 - 砖块
appliedenergistics2:facade:0, 线缆伪装板 - TNT
appliedenergistics2:facade:0, 线缆伪装板 - 橡木书架
appliedenergistics2:facade:0, 线缆伪装板 - 苔石
appliedenergistics2:facade:0, 线缆伪装板 - 黑曜石
appliedenergistics2:facade:0, 线缆伪装板 - 钻石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钻石块
appliedenergistics2:facade:0, 线缆伪装板 - 工作台
appliedenergistics2:facade:0, 线缆伪装板 - 红石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 冰
appliedenergistics2:facade:0, 线缆伪装板 - 雪
appliedenergistics2:facade:0, 线缆伪装板 - 粘土块
appliedenergistics2:facade:0, 线缆伪装板 - 南瓜
appliedenergistics2:facade:0, 线缆伪装板 - 地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂沙
appliedenergistics2:facade:0, 线缆伪装板 - 荧石
appliedenergistics2:facade:0, 线缆伪装板 - 南瓜灯
appliedenergistics2:facade:0, 线缆伪装板 - 白色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 橙色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 品红色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 黄色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 灰色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 青色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 紫色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 棕色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 绿色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 红色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 黑色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 石头怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 圆石怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 石砖怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 苔石砖怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 裂石砖怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 錾制石砖怪物蛋
appliedenergistics2:facade:0, 线缆伪装板 - 石砖
appliedenergistics2:facade:0, 线缆伪装板 - 苔石砖
appliedenergistics2:facade:0, 线缆伪装板 - 裂石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制石砖
appliedenergistics2:facade:0, 线缆伪装板 - 蘑菇
appliedenergistics2:facade:0, 线缆伪装板 - 蘑菇
appliedenergistics2:facade:0, 线缆伪装板 - 西瓜
appliedenergistics2:facade:0, 线缆伪装板 - 菌丝
appliedenergistics2:facade:0, 线缆伪装板 - 地狱砖
appliedenergistics2:facade:0, 线缆伪装板 - 末地石
appliedenergistics2:facade:0, 线缆伪装板 - 红石灯
appliedenergistics2:facade:0, 线缆伪装板 - 绿宝石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 绿宝石块
appliedenergistics2:facade:0, 线缆伪装板 - 红石块
appliedenergistics2:facade:0, 线缆伪装板 - 下界石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹石英块
appliedenergistics2:facade:0, 线缆伪装板 - 白色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 橙色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 品红色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黄色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 灰色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 青色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 紫色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 棕色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 绿色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 红色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黑色陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢树叶
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢木
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木
appliedenergistics2:facade:0, 线缆伪装板 - 粘液块
appliedenergistics2:facade:0, 线缆伪装板 - 海晶石
appliedenergistics2:facade:0, 线缆伪装板 - 海晶石砖
appliedenergistics2:facade:0, 线缆伪装板 - 暗海晶石
appliedenergistics2:facade:0, 线缆伪装板 - 海晶灯
appliedenergistics2:facade:0, 线缆伪装板 - 干草块
appliedenergistics2:facade:0, 线缆伪装板 - 陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 煤炭块
appliedenergistics2:facade:0, 线缆伪装板 - 浮冰
appliedenergistics2:facade:0, 线缆伪装板 - 红砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 錾制红砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 切制红砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 紫珀块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹紫珀块
appliedenergistics2:facade:0, 线缆伪装板 - 末地石砖
appliedenergistics2:facade:0, 线缆伪装板 - 岩浆块
appliedenergistics2:facade:0, 线缆伪装板 - 地狱疣块
appliedenergistics2:facade:0, 线缆伪装板 - 红色地狱砖
appliedenergistics2:facade:0, 线缆伪装板 - 骨块
appliedenergistics2:facade:0, 线缆伪装板 - 侦测器
appliedenergistics2:facade:0, 线缆伪装板 - 白色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 橙色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 品红色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黄色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 灰色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 青色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 紫色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 棕色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 绿色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 红色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 黑色带釉陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 白色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 橙色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 品红色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 黄色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 灰色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 青色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 紫色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 棕色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 绿色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 红色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 黑色混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 白色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 橙色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 品红色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 黄色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 灰色混凝土粉末
